PG.UniprotIds,PG.Genes,PG.ProteinDescriptions,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.UniquePeptides,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.UniquePeptides,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.UniquePeptides,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.UniquePeptides
A0A286ZRC7;A0A287AWV1;A0A287B1I4;A0A287B8J2;A0A5G2QI60;A0A5G2QPL9;A0A5G2RFF7;F1SNT8,DCTN1,Dynactin subunit 1,2,2,7,9,2,2,5,5,462259.6,1766809,5092091,4722834,1.8%;1.8%;1.8%;1.8%;1.8%;1.8%;1.8%;1.8%,2.4%;2.4%;2.4%;2.3%;2.4%;2.4%;2.4%;2.4%,6.2%;6.1%;6.2%;6%;6.1%;6%;6.1%;6.1%,7.1%;7.1%;7.2%;6.9%;7%;7%;7%;7.1%,2.51214456558228,2.51214456558228,2.51214456558228,2.51214456558228,9,9,9,9
A0A287A928;A0A287AH49;A0A287B8B2;A0A287BJF8,MLIP,Muscular LMNA interacting protein,15,16,10,13,5,5,5,5,3.671597E+07,3.131036E+07,2.851364E+07,2.688486E+07,21.3%;21.3%;21.7%;23.1%,16%;16%;16.3%;17.3%,8.5%;8.5%;8.7%;9.2%,12.3%;12.3%;12.5%;13.3%,2.55569934844971,2.55569934844971,2.55569934844971,2.55569934844971,17,17,17,17
A0A5G2R1W3,RYR2,Ryanodine receptor 2,24,38,25,33,5,5,5,5,1.014187E+07,3.885652E+07,2.652204E+07,2.197825E+07,4.3%,7.5%,6.6%,7.6%,2.85253715515137,2.85253715515137,2.85253715515137,2.85253715515137,42,42,42,42
A0A287BKH7;I3LFE8,PPA2,Inorganic diphosphatase,1,1,1,3,1,1,1,3,393238.9,506317.5,1264869,784949.3,2.5%;2.3%,2.5%;2.3%,2.5%;2.3%,11.1%;10.5%,1.15587365627289,1.15587365627289,1.15587365627289,1.15587365627289,3,3,3,3
A0A287AWJ1,CASQ2,Calsequestrin,6,6,6,7,3,5,5,5,8195560,9869887,1.524822E+07,1.315714E+07,10.1%,13.9%,13.9%,17.3%,2.14117097854614,2.14117097854614,2.14117097854614,2.14117097854614,6,6,6,6
F1SQ09,LUM,Lumican,90,114,46,41,5,5,5,5,2.797404E+09,1.165348E+09,3.256176E+09,3.548247E+09,55.1%,48.7%,51.3%,51.9%,2.74943017959595,2.74943017959595,2.74943017959595,2.74943017959595,22,22,22,22
A0A287A2Q2;A0A287ACE1;A0A287AD37;A0A287AYX4;A0A287BH77;A0A5G2QEU9;A0A5G2QLJ9;F1S995,PLEKHA7,Pleckstrin homology domain containing A7,7,9,3,12,5,5,3,5,3199937,3945089,2381501,7866520,5.8%;5.4%;5.5%;5.5%;5.3%;5.8%;5.3%;6.1%,7.1%;6.7%;6.8%;6.8%;6.5%;7.1%;6.6%;7.5%,2.1%;2%;2%;2%;1.9%;2.1%;1.9%;2.2%,7.9%;7.4%;7.5%;7.5%;7.2%;7.8%;7.3%;8.3%,2.00134611129761,2.00134611129761,2.00134611129761,2.00134611129761,12,12,12,12
C5H0C6,OTUB1,Ubiquitin thioesterase,4,8,11,6,4,5,5,5,1137913,7493629,4.296308E+07,2.935976E+07,17.7%,25.5%,38%,21%,2.59879517555237,2.59879517555237,2.59879517555237,2.59879517555237,8,8,8,8
F1RW75,DSP,Desmoplakin,88,114,60,215,5,5,5,5,3.320519E+07,5.565644E+07,2.858059E+07,9.999774E+07,28.1%,30.7%,16%,42.1%,2.67914295196533,2.67914295196533,2.67914295196533,2.67914295196533,145,145,145,145
A0A5G2R0Y2,COL6A6,Uncharacterized protein,69,89,244,245,5,5,5,5,1.700625E+08,2.708469E+08,4.219134E+08,3.46426E+08,27%,29.9%,42.1%,41.4%,2.94284534454346,2.94284534454346,2.94284534454346,2.94284534454346,109,109,109,109
A0A286ZJK2;A0A287AJ89;A0A287AR13;A0A287ASN3;A0A287BL93;A0A287BPD5;F1SA50,HNRNPM,Heterogeneous nuclear ribonucleoprotein M,1,NaN,NaN,2,1,NaN,NaN,1,198039,NaN,NaN,1219621,1.6%;1.5%;1.4%;1.5%;1.5%;1.4%;1.4%,NaN,NaN,1.6%;1.5%;1.4%;1.5%;1.5%;1.4%;1.4%,-0.249283269047737,NaN,NaN,-0.249283269047737,1,NaN,NaN,1
F1RI18,UQCRQ,Complex III subunit 8,6,10,4,11,4,4,3,3,1.378018E+07,6.530209E+07,1.019916E+07,4.758686E+07,37.8%,37.8%,35.4%,35.4%,2.30837821960449,2.30837821960449,2.30837821960449,2.30837821960449,4,4,4,4
F1RPE4,TCN2,Transcobalamin-2,1,1,NaN,NaN,1,1,NaN,NaN,40857.08,238396.3,NaN,NaN,4.2%,4.2%,NaN,NaN,1.45879447460175,1.45879447460175,NaN,NaN,1,1,NaN,NaN
A0A5G2QSA7;A0A5G2R954,NDUFB9,Complex I-B22,1,NaN,NaN,NaN,1,NaN,NaN,NaN,489261.7,NaN,NaN,NaN,10.1%;7.9%,NaN,NaN,NaN,-0.764951527118683,NaN,NaN,NaN,1,NaN,NaN,NaN
A0A2C9F350;A0A5G2R006;A0A5S6HU82;P41367,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial;Medium-chain specific acyl-CoA dehydrogenase, mitochondrial;Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial;Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",9,10,15,18,5,5,5,5,9067989,7828149,2.188912E+07,1.595506E+07,23.8%;21.8%;25.1%;23.5%,32%;29.3%;33.8%;31.6%,33.4%;30.6%;35.3%;33%,32.9%;30.2%;34.8%;32.5%,2.67064452171326,2.67064452171326,2.67064452171326,2.67064452171326,16,16,16,16
A0A0D5BWD2;A0A286ZUP1,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial;Complement component 1 Q subcomponent-binding protein, mitochondrial",4,1,8,6,3,1,5,3,1415528,7832528,9573310,1648832,15.7%;16.9%,5%;5.4%,25.6%;27.7%,16%;17.3%,1.44929540157318,1.44929540157318,1.44929540157318,1.44929540157318,5,5,5,5
F1SL22;K7GNN0;Q28833,VWF,von Willebrand factor;von Willebrand factor;von Willebrand factor (Fragment),42,54,40,63,5,5,5,5,1.177124E+08,1.502658E+08,1.534553E+08,3.217867E+08,11.9%;11.9%;14.1%,13%;13.1%;15.4%,9.2%;9.2%;10.9%,10.9%;11%;12.9%,2.75151538848877,2.75151538848877,2.75151538848877,2.75151538848877,42,42,42,42
A0A286ZIC1;A0A286ZSM7;A0A287A6P1;A0A287BJC6;P20305,GSN,Actin-depolymerizing factor;Actin-depolymerizing factor;Actin-depolymerizing factor;Actin-depolymerizing factor;Gelsolin (Fragment),9,11,15,20,5,5,5,5,3.531943E+07,4.550111E+07,2.568901E+07,7.915598E+07,15.6%;15.4%;14.6%;15.2%;14.8%,15.7%;15.5%;14.7%;15.4%;14.9%,22.3%;22%;20.9%;21.8%;21.1%,23.1%;22.8%;21.7%;22.6%;21.9%,2.75092911720276,2.75092911720276,2.75092911720276,2.75092911720276,17,17,17,17
A0A287A9B5;A0A5G2REF7,MPC1,Mitochondrial pyruvate carrier,2,NaN,NaN,NaN,2,NaN,NaN,NaN,4459045,NaN,NaN,NaN,13.8%;13.8%,NaN,NaN,NaN,0.627505600452423,NaN,NaN,NaN,2,NaN,NaN,NaN
F1SBC8,EMILIN2,Elastin microfibril interfacer 2,39,28,52,56,5,5,5,5,1.610011E+08,2.227526E+08,1.630755E+08,3.528178E+08,30.1%,21.6%,33.6%,29.4%,2.80152106285095,2.80152106285095,2.80152106285095,2.80152106285095,33,33,33,33
P68137,ACTA1,"Actin, alpha skeletal muscle",32,46,33,46,5,5,5,5,5.116644E+08,7.930297E+08,6.526977E+08,8.005192E+08,52.5%,59.4%,53.6%,57.6%,3.03675293922424,3.03675293922424,3.03675293922424,3.03675293922424,27,27,27,27
K7GRK7,TNXB,Uncharacterized protein,88,119,155,152,5,5,5,5,1.229777E+08,1.892481E+08,2.409243E+08,2.275908E+08,22.7%,28.5%,32.4%,32.7%,2.86622214317322,2.86622214317322,2.86622214317322,2.86622214317322,119,119,119,119
A0A287AP18,NRAP,Nebulin related anchoring protein,11,15,5,12,5,5,5,5,7055956,9286091,2993937,3242363,7.2%,8.4%,3.5%,7.4%,2.88940477371216,2.88940477371216,2.88940477371216,2.88940477371216,18,18,18,18
A0A286ZIE2,NaN,Uncharacterized protein,25,32,8,24,5,5,5,5,5.070307E+07,4.100426E+07,1.90759E+07,4.051847E+07,43.8%,40.4%,18.1%,37.4%,2.48799872398376,2.48799872398376,2.48799872398376,2.48799872398376,21,21,21,21
A0A288CFY3,TPM3,Tropomyosin alpha-3 chain,1,2,4,2,1,1,4,1,1159773,4225337,418851.3,6031426,4.4%,4.4%,21.1%,4.4%,1.53160130977631,1.53160130977631,1.53160130977631,1.53160130977631,4,4,4,4
A0A5G2Q7R0;A0A5G2QW87,COL6A1,Uncharacterized protein,189,181,227,180,5,5,5,5,1.926366E+09,3.283887E+09,1.677398E+09,2.42664E+09,44.8%;44.7%,41.9%;41.8%,40.1%;40%,39.9%;39.8%,3.09652090072632,3.09652090072632,3.09652090072632,3.09652090072632,55,55,55,55
A0A5G2R3E4;F1ST43,ACADVL,Acyl-CoA dehydrogenase very long chain,3,9,2,10,3,5,2,5,3409013,7239458,1182434,5219364,8.5%;9%,17.5%;18.4%,3.4%;3.6%,14.5%;15.3%,2.72084069252014,2.72084069252014,2.72084069252014,2.72084069252014,11,11,11,11
A0A5G2RJ53;F1RLL9,COL4A2,Collagen type IV alpha 2 chain,64,63,62,60,5,5,5,5,5.401237E+08,9.442136E+08,1.848141E+09,1.193016E+09,15.2%;15.1%,11.6%;11.6%,11.6%;11.6%,14.6%;14.5%,2.86892771720886,2.86892771720886,2.86892771720886,2.86892771720886,18,18,18,18
A0A286ZT99;A0A5G2QEW1;A0A5G2R7M3;F1SH92,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,15,21,31,30,5,5,5,5,2.57771E+07,2.068971E+07,7.283787E+07,1.082354E+08,17.6%;19.3%;18.6%;18.6%,21.3%;23.3%;22.5%;22.5%,24.8%;27.1%;26.2%;26.2%,25.7%;28.1%;27.1%;27.2%,2.71082401275635,2.71082401275635,2.71082401275635,2.71082401275635,27,27,27,27
A0A5G2QW05;F1SKB1;K7GKN3;K7GMZ8,CP,Uncharacterized protein,3,3,NaN,NaN,3,3,NaN,NaN,529894.9,1669501,NaN,NaN,3.2%;3.1%;3%;3.1%,4.2%;4%;3.9%;4%,NaN,NaN,2.14753413200378,2.14753413200378,NaN,NaN,6,6,NaN,NaN
A0A287ANS6;A0A287B0L6;A0A5G2QQP3;A0A5G2RFB8;F1RPL1;F2Z587,H2AJ;H2AC12;;;LOC100154071;H2AC17,Histone H2A,7,6,14,20,4,4,5,5,3.236936E+07,5.259895E+07,4.692527E+07,2.427419E+08,55%;55.5%;40.6%;55%;54.6%;54.6%,55%;55.5%;40.6%;55%;54.6%;54.6%,58.9%;59.4%;43.4%;58.9%;58.5%;58.5%,62%;62.5%;45.7%;62%;61.5%;61.5%,1.94494378566742,1.94494378566742,1.94494378566742,1.94494378566742,8,8,8,8
A0A287A2Y4;A0A287B0C3;A0A287B4I0;A0A5G2QY12,ATP5PD,"ATP synthase subunit d, mitochondrial;ATP synthase subunit d, mitochondrial;ATP synthase subunit d, mitochondrial;ATP synthase subunit d, mitochondrial",1,2,1,4,1,1,1,2,227320.1,3083586,329027.2,2323562,5.6%;5.3%;6.6%;5.4%,5.6%;5.3%;6.6%;5.4%,5.6%;5.3%;6.6%;5.4%,13.7%;12.9%;16.1%;13.3%,2.80056667327881,2.80056667327881,2.80056667327881,2.80056667327881,2,2,2,2
I3LDU9,SNTB2,Syntrophin beta 2,2,2,4,4,2,2,3,4,631489.8,852128.7,978963.1,2129386,2%,2%,6.8%,6.8%,2.5836238861084,2.5836238861084,2.5836238861084,2.5836238861084,5,5,5,5
F1RFD4,ATP5MK,ATP synthase membrane subunit DAPIT,4,2,3,5,2,2,3,3,4927999,1.915984E+07,3.024484E+07,4.051083E+07,44.8%,44.8%,44.8%,44.8%,2.76203513145447,2.76203513145447,2.76203513145447,2.76203513145447,3,3,3,3
A0A287AFL5;A0A5G2QJR5;F1SID7,MYBPC3,Myosin binding protein C3,54,80,50,88,5,5,5,5,8.545692E+07,1.51147E+08,1.762709E+08,2.917797E+08,34%;38.9%;34.7%,39.4%;45%;40.1%,28.1%;32.1%;28.6%,43.7%;49.9%;44.5%,2.83460974693298,2.83460974693298,2.83460974693298,2.83460974693298,70,70,70,70
A0A286ZXS0,SPTAN1,"Spectrin alpha, non-erythrocytic 1",91,89,86,91,5,5,5,5,7.15215E+07,9.430143E+07,7.564538E+07,9.35448E+07,32.6%,35.8%,32%,34.6%,2.7165424823761,2.7165424823761,2.7165424823761,2.7165424823761,96,96,96,96
A0A5G2QZ79,OBSCN,Uncharacterized protein,73,78,12,46,5,5,5,5,3.439726E+07,3.809822E+07,7199125,5.516477E+07,10.6%,12.1%,2.8%,8.5%,2.97950863838196,2.97950863838196,2.97950863838196,2.97950863838196,73,73,73,73
F1RHL9,ACTN2,Actinin alpha 2,38,54,34,60,5,5,5,5,8.95779E+07,1.309516E+08,6.12672E+07,1.450688E+08,33.4%,37.5%,31%,48.5%,2.75325202941895,2.75325202941895,2.75325202941895,2.75325202941895,45,45,45,45
A0A5G2R6T7;I3LLY3,ACTN1,Uncharacterized protein,1,2,10,8,1,2,5,5,1992798,838575.2,1.3423E+07,9330676,2%;1.9%,3.9%;3.7%,12.1%;11.6%,15.6%;15%,2.30225992202759,2.30225992202759,2.30225992202759,2.30225992202759,8,8,8,8
F1SDV5,EMILIN3,Elastin microfibril interfacer 3,50,21,63,67,5,5,5,5,8.775512E+07,6.380642E+07,1.939665E+08,2.335596E+08,42.8%,25.3%,45.7%,49.3%,2.87000584602356,2.87000584602356,2.87000584602356,2.87000584602356,46,46,46,46
K7GLT8,ATP5F1B,ATP synthase subunit beta,29,35,13,56,5,5,5,5,6.703238E+07,1.736088E+08,3.604363E+07,1.52842E+08,54.4%,48.4%,26.7%,57.9%,2.71131920814514,2.71131920814514,2.71131920814514,2.71131920814514,30,30,30,30
A0A287A007;A0A287AUX1;F1RXI2,COL4A5,Collagen type IV alpha 5 chain,10,10,10,11,5,4,5,5,1.305766E+08,3.162955E+08,1.251826E+08,4.300021E+07,5.1%;5.1%;5.2%,4.5%;4.5%;4.6%,5.7%;5.7%;5.8%,4.6%;4.6%;4.7%,1.93235695362091,1.93235695362091,1.93235695362091,1.93235695362091,8,8,8,8
A0A5G2QEJ2,NaN,Collagen IV NC1 domain-containing protein,112,102,112,124,5,5,5,5,6.000594E+08,8.521505E+08,6.120014E+08,1.968155E+08,16.3%,15.2%,24.7%,24.7%,2.96687197685242,2.96687197685242,2.96687197685242,2.96687197685242,10,10,10,10
F1RZM4,LAMA4,Uncharacterized protein,52,43,38,72,5,5,5,5,1.356581E+08,1.174941E+08,9.152019E+07,1.186672E+08,24.7%,23.1%,18.7%,28.4%,2.82785391807556,2.82785391807556,2.82785391807556,2.82785391807556,54,54,54,54
F1S2E2,ANXA11,Annexin,10,27,16,26,5,5,5,5,1.549703E+07,8.388117E+07,2.92281E+07,6.477268E+07,19.5%,37.5%,24.9%,29.1%,2.81539177894592,2.81539177894592,2.81539177894592,2.81539177894592,22,22,22,22
A0A287BNB4;F1RXI3,COL4A6,Collagen IV NC1 domain-containing protein,6,5,6,8,5,4,5,5,5228419,1.8718E+07,1.964435E+07,5.081728E+07,3.8%;3.7%,3%;3%,4.3%;4.2%,4.3%;4.2%,2.29301285743713,2.29301285743713,2.29301285743713,2.29301285743713,6,6,6,6
A0A5S6I1J4;A0A5S8KL32;P61292,PPP1CB,Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-beta catalytic subunit,3,3,5,6,3,3,3,5,1411176,4266027,9572114,3441624,11.3%;14.5%;13.5%,11.3%;14.5%;13.5%,9.5%;12.2%;11.3%,24.7%;31.7%;29.4%,2.81734848022461,2.81734848022461,2.81734848022461,2.81734848022461,6,6,6,6
O79881,MT-ND4,NADH-ubiquinone oxidoreductase chain 4,3,6,NaN,2,2,4,NaN,1,8159963,5070191,NaN,1.626637E+07,8.5%,12.6%,NaN,4.1%,1.85341322422028,1.85341322422028,NaN,1.85341322422028,4,4,NaN,4
A0A287B8B1;A0A5G2QYZ3;F1SRB9,ST13,STI1 domain-containing protein,2,1,3,2,1,1,3,2,1896377,1.868023E+07,1.308621E+07,9910787,2.8%;3%;2.7%,3.9%;4.2%;3.7%,8.3%;9%;8%,6.6%;7.2%;6.4%,2.00001001358032,2.00001001358032,2.00001001358032,2.00001001358032,4,4,4,4
P14477,FGB,Fibrinogen beta chain (Fragment),1,NaN,NaN,NaN,1,NaN,NaN,NaN,2451751,NaN,NaN,NaN,68.4%,NaN,NaN,NaN,-1.14429831504822,NaN,NaN,NaN,1,NaN,NaN,NaN
A0A287AXD3;A0A5G2R9B8,MATN2,Matrilin 2,8,7,22,24,5,5,5,5,2.102848E+07,4.468829E+07,2.908899E+07,1.687214E+07,7.3%;7.6%,7.5%;7.8%,21.9%;22.7%,19.4%;20.1%,2.51854681968689,2.51854681968689,2.51854681968689,2.51854681968689,20,20,20,20
A0A287AZ47;F1SI09,PPP1R7,Uncharacterized protein,5,6,14,14,5,5,5,5,4308368,7668643,2.576086E+07,2.120059E+07,20.5%;16.7%,30.5%;24.7%,42.5%;34.4%,34.9%;28.3%,2.57330846786499,2.57330846786499,2.57330846786499,2.57330846786499,12,12,12,12
A0A287AZQ1,CTNNA3,Catenin alpha 3,13,14,7,15,5,5,5,5,8296372,1.886575E+07,6927435,1.579529E+07,17.4%,21.9%,8.4%,22.1%,2.3636794090271,2.3636794090271,2.3636794090271,2.3636794090271,16,16,16,16
A0A287A9Y6;I3L5B2,RPS7,40S ribosomal protein S7,2,1,2,4,2,1,2,4,799450.8,1135867,1209808,9832561,17.5%;18.5%,6.2%;6.5%,17.5%;18.5%,24.2%;25.5%,2.6559522151947,2.6559522151947,2.6559522151947,2.6559522151947,4,4,4,4
A0A287AZB0;A0A287BSQ5;F1S4D5,KYAT3,Cysteine-S-conjugate beta-lyase 2,1,1,1,3,1,1,1,3,87728.91,337014.9,407630.9,1052412,2.9%;3.1%;2.8%,2%;2.1%;1.9%,2.9%;3.1%;2.8%,7.5%;8.1%;7.2%,2.16183018684387,2.16183018684387,2.16183018684387,2.16183018684387,3,3,3,3
A0A5G2RHA4;I3L651,FGB,Fibrinogen beta chain,37,53,70,66,5,5,5,5,1.189814E+09,1.398511E+09,2.457367E+09,1.568712E+09,36.8%;36.7%,42.3%;42.2%,51.5%;51.3%,59.1%;58.9%,2.70306897163391,2.70306897163391,2.70306897163391,2.70306897163391,32,32,32,32
A0A5G2R693;A0A5G2RIM4;F1S6M7,NaN,Tubulin beta chain,3,3,2,5,2,2,1,4,3399126,1.49738E+07,3544884,2.369705E+07,6.2%;8%;6.8%,6.2%;8%;6.8%,3.3%;4.2%;3.6%,8.1%;10.5%;8.9%,2.39890122413635,2.39890122413635,2.39890122413635,2.39890122413635,4,4,4,4
F6Q697;K7GME6,S100A9,S100 calcium binding protein A9,1,2,4,3,1,1,2,2,204556.6,1601750,1849214,1084470,13.3%;6.8%,13.3%;6.8%,19.5%;9.9%,19.5%;9.9%,2.39832544326782,2.39832544326782,2.39832544326782,2.39832544326782,2,2,2,2
A0A480KXA1;A0A5G2RCH7;A0A5K1VE56,MYOM1,Myomesin 1,54,50,27,53,5,5,5,5,3.120067E+07,7.864234E+07,2.258351E+07,6.171328E+07,27.1%;29%;28.8%,25.2%;27%;26.7%,13.5%;14.4%;14.3%,23.6%;25.3%;25.1%,2.8165180683136,2.8165180683136,2.8165180683136,2.8165180683136,56,56,56,56
A0A286ZVF5,CD55,Uncharacterized protein,9,9,4,5,5,5,4,4,1.154089E+07,4.990705E+07,1.821169E+07,2.724396E+07,21.3%,23.1%,12.1%,11.2%,2.54539370536804,2.54539370536804,2.54539370536804,2.54539370536804,10,10,10,10
P26234,VCL,Vinculin,23,32,31,31,5,5,5,5,3.828273E+07,6.800205E+07,2.043266E+07,3.435563E+07,19.1%,23%,22.8%,22.5%,2.48759341239929,2.48759341239929,2.48759341239929,2.48759341239929,33,33,33,33
A0A5G2RDN7;F1RZU6,COL21A1,VWFA domain-containing protein,6,12,106,78,5,5,5,5,2.519948E+08,7.712587E+07,2.559165E+08,2.1406E+08,4.1%;4.1%,5.3%;5.3%,30.7%;30.8%,27.9%;27.9%,2.71579623222351,2.71579623222351,2.71579623222351,2.71579623222351,28,28,28,28
A0A5G2QUU1;F1RX35;I3LJW2,FGG,Fibrinogen gamma chain,47,59,87,76,5,5,5,5,4.107687E+08,9.98731E+08,9.94129E+08,1.032084E+09,53.2%;51.7%;51.3%,54.8%;53.2%;52.9%,63.2%;61.4%;61%,57.3%;55.7%;55.3%,2.90674805641174,2.90674805641174,2.90674805641174,2.90674805641174,32,32,32,32
A0A287AWY2,TPM2,Tropomyosin 2,3,5,1,1,2,2,1,1,1999293,1826650,1.01558E+07,6531924,10.4%,10.4%,5.7%,5.7%,2.39550352096558,2.39550352096558,2.39550352096558,2.39550352096558,2,2,2,2
A0A287BHL0;A0A480Q0J7;A0A5G2QGE1;A0A5G2QVL8;A0A5G2R625;A0A5G2REH8,PCBP2,Uncharacterized protein;Poly(RC)-binding protein 2 isoform a;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein;Uncharacterized protein,2,5,9,11,2,4,5,5,2.727745E+07,2.125485E+07,5.998152E+07,1.343639E+08,8.3%;8.2%;7.9%;9%;7.8%;6.3%,15.4%;15.3%;14.8%;16.8%;14.5%;11.8%,17.7%;17.6%;16.9%;19.3%;16.7%;13.5%,29.1%;28.9%;27.9%;31.8%;27.4%;22.2%,2.17528748512268,2.17528748512268,2.17528748512268,2.17528748512268,9,9,9,9
I3LEC2,PCBP1,Uncharacterized protein,6,9,11,14,5,5,5,5,1.786458E+07,6.335242E+07,1.200121E+08,9.630917E+07,23.6%,26.7%,26.7%,30.1%,2.69183373451233,2.69183373451233,2.69183373451233,2.69183373451233,9,9,9,9
P00355,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,18,19,10,22,5,5,5,5,9.457833E+07,5.444364E+07,7.283655E+07,1.710943E+08,37.2%,37.2%,30.6%,37.8%,2.66945099830627,2.66945099830627,2.66945099830627,2.66945099830627,13,13,13,13
A0A287BAE0;F1RK48,SRL,Dynamin-type G domain-containing protein;Sarcalumenin isoform X1,8,11,9,11,5,5,5,5,7110108,1.780324E+07,7627989,2.256901E+07,13.5%;10.2%,13.1%;10%,15.4%;11.7%,20%;15.2%,3.12314343452454,3.12314343452454,3.12314343452454,3.12314343452454,13,13,13,13
A0A287BMM8,ABLIM1,Actin binding LIM protein 1,12,15,6,13,5,5,5,5,3.070809E+07,3.171065E+07,5377766,1.930938E+07,19.3%,15.3%,6.4%,16.3%,2.41898655891418,2.41898655891418,2.41898655891418,2.41898655891418,15,15,15,15
A0A5S6HET4;A0A5S6HSJ6;P11607,ATP2A2,Calcium-transporting ATPase;Calcium-transporting ATPase;Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,12,31,4,19,5,5,4,5,5.610155E+07,6.151081E+07,1.507472E+07,6.513134E+07,10.6%;10.6%;10.3%,22.3%;22.4%;21.6%,6.1%;6.1%;5.9%,16%;16%;15.5%,2.80605792999268,2.80605792999268,2.80605792999268,2.80605792999268,25,25,25,25
A0A286ZKT9;A0A287AI69;A0A287AJQ5;A0A287AXF1;A0A287B5N2;A0A287B9W9;F1S9W6,EPS15L1,Epidermal growth factor receptor pathway substrate 15 like 1,1,3,11,6,1,3,5,5,1509183,2277612,3461790,2368433,2.6%;2.6%;2.3%;2.4%;2.2%;2.8%;2.3%,6.1%;6.3%;5.5%;5.8%;5.3%;6.6%;5.4%,15.7%;16.1%;14.1%;14.8%;13.6%;16.9%;13.8%,8.2%;8.4%;7.4%;7.7%;7.1%;8.9%;7.2%,2.51343846321106,2.51343846321106,2.51343846321106,2.51343846321106,12,12,12,12
A0A287BM29;F1SJT7,APOA4,Apolipoprotein A-IV,17,16,NaN,1,5,5,NaN,1,1.453671E+07,2.336427E+07,NaN,1.043037E+07,38.8%;39.1%,34.4%;34.7%,NaN,3.1%;3.1%,2.62714266777039,2.62714266777039,NaN,2.62714266777039,19,19,NaN,19
A0A5G2QUE0,SERPINC1,Antithrombin-III,7,12,9,4,5,5,5,4,2333902,1.199559E+07,5749428,4166573,24.6%,26%,25.8%,12.3%,2.38189172744751,2.38189172744751,2.38189172744751,2.38189172744751,10,10,10,10
K7GM40;P18648,APOA1,Apolipoprotein A-I,10,9,12,10,5,5,5,5,1.341304E+07,1.072432E+07,3.070071E+07,2.61305E+07,27.2%;27.2%,23.4%;23.4%,23.8%;23.8%,23.4%;23.4%,2.60781145095825,2.60781145095825,2.60781145095825,2.60781145095825,9,9,9,9
A0A287AL55;A0A5G2QWP3,PYGB,"Alpha-1,4 glucan phosphorylase;Alpha-1,4 glucan phosphorylase",71,107,141,110,5,5,5,5,3.194168E+08,6.714578E+08,6.839186E+08,8.467578E+08,49.9%;47.9%,55.7%;53.5%,60.3%;57.9%,55.5%;53.3%,2.93031191825867,2.93031191825867,2.93031191825867,2.93031191825867,77,77,77,77
A0A5G2QML3,H1-3,Histone H2B,7,9,17,27,5,5,5,5,2.14779E+08,1.59508E+08,1.761764E+08,3.695335E+08,13.4%,19.6%,31.4%,29.2%,2.91910719871521,2.91910719871521,2.91910719871521,2.91910719871521,13,13,13,13
A0A287ANE3;A0A287BKL4,MYOM3,Myomesin 3,12,23,NaN,3,5,5,NaN,3,1.12354E+07,1.870331E+07,NaN,3053902,8.3%;8.4%,17.1%;17.4%,NaN,2%;2.1%,2.5497624874115,2.5497624874115,NaN,2.5497624874115,20,20,NaN,20
